"id","piping_class_id","section_no","piping_component_id","valve_id","size_desc","description","created_at","updated_at"
2452,71,0,49,,"ALL","SEE DWG APCO-DWG-P-38 IN ENGINEERING STD. 202 (C.P. ONLY). FOR LAR, SEE DWG I-24502, PAGES I-14 THRU I-22.",,
2453,71,0,52,,"3/4""","600 PSIG ALLOY STEEL BODY ASTM A182 GR F11, SOCKETWELD WITH INTEGRAL STRAINER & BLOWDOWN VALVE : YARWAY SERIES 741 (FOR C.P. ONLY. FOR LAR, SEE DWG P-0132-31305D)",,
2454,71,0,54,368,"3"" - 12""","CLASS 600 STEEL : GLOBE TYPE, RAISED FACE FLANGED",,
2455,71,0,54,374,"3"" - 12""","CLASS 600 STEEL : ANGLE TYPE, RAISED FACE FLANGED",,
2456,71,0,54,370,"3"" - 12""","CLASS 600 STEEL : GLOBE TYPE, WELD-END (BORE TO MATCH PIPE)",,
2457,71,0,54,376,"3"" - 12""","CLASS 600 STEEL : ANGLE TYPE, WELD-END (BORE TO MATCH PIPE)",,
2458,71,0,56,,"ALL","SEE DWG APCO-DWG-P-30 IN ENGINEERING STD. 202",,
2459,71,0,65,,"ALL","NOT ALLOWED - USE FLANGES",,
2460,71,0,66,,"ALL","SEE DWG APCO-DWG-P-37 IN ENGINEERING STD. 202",,
2461,72,0,6,,"ALL","ASTM A193, B7 STUD, WITH 2 HEAVY HEXNUTS ASTM A194, GR 2H",,
2462,72,0,7,,"ALL","SEE CHART BC-9",,
2463,72,0,10,333,"2"" & LARGER","CLASS 600 STEEL : SWING, RING JOINT FLANGED",,
2464,72,0,10,319,"2"" & LARGER","CLASS 600 STEEL : SWING, WELD-END (BORE TO MATCH PIPE)",,
2465,72,0,10,443,"1/2"" - 1-1/2""","CLASS 800 STEEL : HORIZONTAL LIFT, SOCKETWELD",,
2466,72,0,13,,"1/2"" - 1-1/2""","FORGED STEEL SOCKETWELD ASTM A105, ANSI B16.11 : CLASS 3000",,
2467,72,0,13,,"2"" - 6""","SEAMLESS STEEL BUTTWELDING ASTM A234 GR WPB, ASME B16.9 : XS WEIGHT",,
2468,72,0,13,,"8"" - 24""","SEAMLESS STEEL BUTTWELDING ASTM A234 GR WPB, ASME B16.9 : WALL THICKNESS TO MATCH PIPE",,
2469,72,0,16,,"1/2"" - 1-1/2""","CLASS 600 STEEL RING JOINT ASTM A105 ASME B16.5 : SOCKETWELD, XS BORE",,
2470,72,0,16,,"2"" - 6""","CLASS 600 STEEL RING JOINT ASTM A105 ASME B16.5 : WELDING NECK, XS BORE",,
2471,72,0,16,,"8"" - 24""","CLASS 600 STEEL RING JOINT ASTM A105 ASME B16.5 : WELDING NECK, BORE TO MATCH PIPE",,
2472,72,0,16,,"1/2"" - 24""","CLASS 600 STEEL RING JOINT ASTM A105 ASME B16.5 : BLIND",,
2473,72,0,20,,"ALL","SOFT IRON OVAL RING, ANSI B16.20",,
2474,72,0,21,235,"2"" & LARGER","CLASS 600 STEEL : RING JOINT FLANGED API 600",,
2475,72,0,21,258,"2"" & LARGER","CLASS 600 STEEL : WELD-END (BORE TO MATCH PIPE)",,
2476,72,0,21,379,"1/2"" - 1-1/2""","CLASS 800 STEEL : SOCKETWELD API 602",,
2477,72,0,21,388,"1/2"" - 1-1/2""","CLASS 800 STEEL : SOCKETWELD/SCREWED API 602",,
2478,72,0,23,672,"3/4""","6000# MALE SOCKETWELD END : STEEL BAR STOCK 1/2"" FNPT SIDE OUTLETS, INTEGRAL BLEED VALVE",,
2479,72,0,24,285,"2"" - 12""","CLASS 600 STEEL : RING JOINT FLANGED",,
2480,72,0,24,281,"2"" - 12""","CLASS 600 STEEL : WELD-END (BORE TO MATCH PIPE)",,
2481,72,0,24,422,"1/2"" - 1-1/2""","CLASS 800 STEEL : SOCKETWELD",,
2482,72,0,42,,"2"" - 6""","CLASS 600 STEEL RING JOINT ASTM A105 ASME B16.36, WITH JACK SCREWS AND 1/2"" SOCKETWELD TAPS : WELDING NECK, XS BORE",,
2483,72,0,42,,"8"" - 24""","CLASS 600 STEEL RING JOINT ASTM A105 ASME B16.36, WITH JACK SCREWS AND 1/2"" SOCKETWELD TAPS : WELDING NECK, BORE TO MATCH PIPE",,
2484,72,0,43,,"1/2"" - 1-1/2""","SEAMLESS STEEL ASME SA106 GR B OR ASME SA53 GR B, ASME B36.10M, COLOR CODED MILL CERTS REQUIRED FOR ALL PIPE : XS WEIGHT",,
2485,72,0,43,,"2"" - 6""","SEAMLESS STEEL ASME SA53 GR B ASME B36.10M, COLOR CODED MILL CERTS REQUIRED FOR ALL PIPE : XS WEIGHT",,
2486,72,0,43,,"8"" - 24""","SEAMLESS STEEL ASME SA53 GR B ASME B36.10M, COLOR CODED MILL CERTS REQUIRED FOR ALL PIPE : CALCULATE WALL THICKNESS (STD WEIGHT MINIMUM)",,
2487,72,0,48,,"1/2"" - 1-1/2""","STEEL ASTM A105, ANSI B16.11 : ROUND HEAD SOLID, SCREWED",,
2488,72,0,49,,"ALL","SEE DWG APCO-DWG-P-38 IN ENGINEERING STD. 202 (C.P. ONLY). FOR LAR, SEE DWG I-24502, PAGES I-14 THRU I-22.",,
2489,72,0,52,,"3/4""","600 PSIG ALLOY STEEL BODY ASTM A182 GR F11, SOCKETWELD WITH INTEGRAL STRAINER & BLOWDOWN VALVE : YARWAY SERIES 741 (FOR C.P. ONLY. FOR LAR, SEE DWG P-0132-31305D)",,
2490,72,0,54,369,"3"" - 12""","CLASS 600 STEEL : GLOBE TYPE, RING JOINT FLANGED",,
2491,72,0,54,375,"3"" - 12""","CLASS 600 STEEL : ANGLE TYPE, RING JOINT FLANGED",,
2492,72,0,54,370,"3"" - 12""","CLASS 600 STEEL : GLOBE TYPE, WELD-END (BORE TO MATCH PIPE)",,
2493,72,0,54,376,"3"" - 12""","CLASS 600 STEEL : ANGLE TYPE, WELD-END (BORE TO MATCH PIPE)",,
2494,72,0,56,,"ALL","SEE DWG APCO-DWG-P-30 IN ENGINEERING STD. 202",,
2495,72,0,65,,"ALL","NOT ALLOWED - USE FLANGES",,
2496,72,0,66,,"ALL","SEE DWG APCO-DWG-P-37 IN ENGINEERING STD. 202",,
2497,73,0,4,406,"1/2""-1-1/2""","CLASS 800 1-1/4 CR - 1/2 MO : SOCKETWELD API 602",,
2498,73,0,4,407,"1/2""-1-1/2""","CLASS 800 1-1/4 CR - 1/2 MO : SOCKETWELD/SCREWED API 602",,
2499,73,0,4,271,"1/2""-1-1/2""","CLASS 600 1-1/4 - 1/2 MO (125- 250 AARH FACING) : RAISED FACE FLGD. API 602",,
2500,73,0,4,271,"2"" ONLY","CLASS 600 1-1/4 - 1/2 MO (125- 250 AARH FACING) : RAISED FACE FLANGED",,
2501,73,0,5,434,"1/2""-1-1/2""","CLASS 800 1-1/4 CR - 1/2 MO : SOCKETWELD",,
2502,73,0,5,302,"2"" ONLY","CLASS 600 1-1/4 CR - 1/2 MO (125-150 AARH FACING) : RAISED FLANGED",,
2503,73,0,6,,"ALL","ASTM A193, B7 STUD, WITH 2 HEAVY HEXNUTS ASTM A194, GR 2H",,
2504,73,0,7,,"ALL","SEE CHART BC-9",,
2505,73,0,10,320,"2"" - 16""","CLASS 600 1-1/4 CR - 1/2 MO (125-250 AARH FACING) : SWING, RAISED FACE FLANGED",,
2506,73,0,10,450,"1/2"" - 1-1/2""","CLASS 800 1-1/4 CR - 1/2 MO : HORIZONTAL LIFT, SOCKETWELD",,
2507,73,0,13,,"1/2"" - 1-1/2""","FORGED 1-1/4 CR - 1/2 MO SOCKETWELD ASTM A182 GR F11, ANSI B16.11 : CLASS 6000",,
2508,73,0,13,,"2"" - 24""","SEAMLESS 1-1/4 CR - 1/2 MO BUTTWELDING ASTM A234 GR WP11, ASME B16.9 : WALL THICKNESS TO MATCH PIPE",,
2509,73,0,16,,"1/2"" - 1-1/2""","CLASS 600 1-1/4 CR - 1/2 MO (125-250 AARH FACING) RAISED FACE ASTM A182 GR F11, ASME B16.5 : SOCKETWELD, SCHEDULE 160 BORE",,
2510,73,0,16,,"2"" - 24""","CLASS 600 1-1/4 CR - 1/2 MO (125-250 AARH FACING) RAISED FACE ASTM A182 GR F11, ASME B16.5 : WELDING NECK, BORE TO MATCH PIPE",,
2511,73,0,16,,"1/2"" - 24""","CLASS 600 1-1/4 CR - 1/2 MO (125-250 AARH FACING) RAISED FACE ASTM A182 GR F11, ASME B16.5 : REDUCING, SLIP-ON (NOT ALLOWED)",,
2512,73,0,16,,"1/2"" - 24""","CLASS 600 1-1/4 CR - 1/2 MO (125-250 AARH FACING) RAISED FACE ASTM A182 GR F11, ASME B16.5 : BLIND",,
2513,73,0,20,,"ALL","SPIRAL WOUND TYPE 304SS WITH FLEXIBLE GRAPHITE FILLER, 1/8"" THICK CENTERING RING",,
2514,73,0,21,232,"1/2"" - 1-1/2""","CLASS 600 1-1/4 CR - 1/2 MO (125-250 AARH FACING) : RAISED FACE FLANGED",,
2515,73,0,21,233,"2"" & LARGER","CLASS 600 1-1/4 CR - 1/2 MO (125-250 AARH FACING) : RAISED FACE FLANGED API 600",,
2516,73,0,21,400,"1/2"" - 1-1/2""","CLASS 800 1-1/4 CR - 1/2 MO : SOCKETWELD API-602",,
2517,73,0,21,401,"1/2"" - 1-1/2""","CLASS 800 1-1/4 CR - 1/2 MO : SOCKETWELD/SCREWED API-602",,
2518,73,0,23,675,"3/4""","6000# MALE SOCKETWELD END : 316SS BAR STOCK, 1/2"" FNPT SIDE OUTLETS, INTEGRAL BLEED VALVE",,
2519,73,0,24,284,"2"" - 12""","CLASS 600 1-1/4 CR - 1/2 MO (125-250 AARH FACING) : RAISED FACE FLANGED",,
2520,73,0,24,431,"1/2"" - 1-1/2""","CLASS 800 1-1/4 CR - 1/2 MO : SOCKETWELD",,
2521,73,0,42,,"2"" - 24""","CLASS 600 1-1/4 CR - 1/2 MO (125-250 AARH FACING) RAISED FACE ASTM A182 GR F11, ASME B16.36, WITH JACK SCREWS AND 1/2"" SOCKETWELD TAPS : WELDING NECK, BORE TO MATCH PIPE",,
2522,73,0,43,,"1/2"" - 1-1/2""","SEAMLESS 1-1/4 CR - 1/2 MO ASTM A335 GR P11 MILL CERTS REQUIRED FOR ALL PIPE : SCHEDULE 160",,
2523,73,0,43,,"2"" - 24""","SEAMLESS 1-1/4 CR - 1/2 MO ASTM A335 GR P11 MILL CERTS REQUIRED FOR ALL PIPE : CALCULATE WALL THICKNESS (STD WT MIN.)",,
2524,73,0,48,,"1/2"" - 1-1/2""","1-1/4 CR - 1/2 MO ASTM A182 GR F11, ANSI B16.11 : ROUND HEAD SOLID, SCREWED",,
2525,73,0,49,,"ALL","SEE DWG APCO-DWG-P-38 IN ENGINEERING STD. 202 (C.P. ONLY). FOR LAR, SEE DWG I-24502, PAGES I-14 THRU I-22.",,
2526,73,0,56,,"ALL","SEE DWG APCO-DWG-P-30 IN ENGINEERING STD. 202",,
2527,73,0,65,,"ALL","NOT ALLOWED - USE FLANGES",,
2528,73,0,66,,"ALL","SEE DWG APCO-DWG-P-37 IN ENGINEERING STD. 202",,
2529,74,0,3,364,"3"" - 18""","CLASS 600 1-1/4 CR - 1/2 MO : RING JOINT FLANGED",,
2530,74,0,4,406,"1/2""-1-1/2""","CLASS 800 1-1/4 CR - 1/2 MO : SOCKETWELD API 602",,
2531,74,0,4,407,"1/2""-1-1/2""","CLASS 800 1-1/4 CR - 1/2 MO : SOCKETWELD/SCREWED API 602",,
2532,74,0,4,272,"1/2""-1-1/2""","CLASS 600 1-1/4 - 1/2 MO : RING JOINT FLGD. API 602",,
2533,74,0,4,272,"2"" ONLY","CLASS 600 1-1/4 - 1/2 MO : RING JOINT FLANGED",,
2534,74,0,5,434,"1/2""-1-1/2""","CLASS 800 1-1/4 CR - 1/2 MO : SOCKETWELD",,
2535,74,0,5,303,"2"" ONLY","CLASS 600 1-1/4 CR - 1/2 MO : RING JOINT FLANGED",,
2536,74,0,6,,"ALL","ASTM A193, B16 STUD, WITH 2 HEAVY HEXNUTS ASTM A194, GR 2H",,
2537,74,0,7,,"ALL","SEE CHART BC-9",,
2538,74,0,10,342,"2"" & LARGER","CLASS 600 1-1/4 CR - 1/2 MO : SWING, RING JOINT FLANGED",,
2539,74,0,10,450,"1"" - 1-1/2""","CLASS 800 1-1/4 CR - 1/2 MO : HORIZONTAL LIFT, SOCKETWELD",,
2540,74,0,13,,"1"" - 1-1/2""","FORGED 1-1/4 CR - 1/2 MO SOCKETWELD ASTM A182 GR F11, ANSI B16.11 : CLASS 6000",,
2541,74,0,13,,"2"" - 24""","SEAMLESS 1-1/4 CR - 1/2 MO BUTTWELDING ASTM A234 GR WP11, ASME B16.9 : WALL THICKNESS TO MATCH PIPE",,
2542,74,0,16,,"1/2"" - 1-1/2""","CLASS 600 1-1/4 CR - 1/2 MO RING JOINT ASTM A182 GR F11, ASME B16.5 : SOCKETWELD, SCHEDULE 160 BORE",,
2543,74,0,16,,"2"" - 24""","CLASS 600 1-1/4 CR - 1/2 MO RING JOINT ASTM A182 GR F11, ASME B16.5 : WELDING NECK, BORE TO MATCH PIPE",,
2544,74,0,16,,"1/2"" - 24""","CLASS 600 1-1/4 CR - 1/2 MO RING JOINT ASTM A182 GR F11, ASME B16.5 : BLIND",,
2545,74,0,20,,"ALL","5 CR - 1/2 MO OVAL RING, ANSI B16.20",,
2546,74,0,21,236,"1"" - 1-1/2""","CLASS 600 1-1/4 CR - 1/2 MO : RING JOINT FLANGED",,
2547,74,0,21,255,"2"" & LARGER","CLASS 600 1-1/4 CR - 1/2 MO : RING JOINT FLANGED",,
2548,74,0,21,400,"1"" - 1-1/2""","CLASS 800 1-1/4 CR - 1/2 MO : SOCKETWELD API-602",,
2549,74,0,21,401,"1/2"" - 1-1/2""","CLASS 800 1-1/4 CR - 1/2 MO : SOCKETWELD/SCREWED API-602",,
2550,74,0,23,675,"1"" ONLY","6000# MALE SOCKETWELD END : 316SS BAR STOCK, 1/2"" FNPT SIDE OUTLETS, INTEGRAL BLEED VALVE",,
2551,74,0,24,313,"2"" - 12""","CLASS 600 1-1/4 CR - 1/2 MO : RING JOINT FLANGED",,
2552,74,0,24,431,"1"" - 1-1/2""","CLASS 800 1-1/4 CR - 1/2 MO : SOCKETWELD",,
2553,74,0,42,,"2"" - 24""","CLASS 600 1-1/4 CR - 1/2 MO RING JOINT ASTM A182 GR F11, ASME B16.36, WITH JACK SCREWS AND 1/2"" SOCKETWELD TAPS : WELDING NECK, BORE TO MATCH PIPE",,
2554,74,0,43,,"1/2"" - 1-1/2""","SEAMLESS 1-1/4 CR - 1/2 MO ASTM A335 GR P11, MILL CERTS REQUIRED : SCHEDULE 160",,
2555,74,0,43,,"2"" - 24""","SEAMLESS 1-1/4 CR - 1/2 MO ASTM A335 GR P11, MILL CERTS REQUIRED : CALC. WALL THICKNESS, (STD WT MINIMUM)",,
2556,74,0,48,,"1/2"" - 1-1/2""","1-1/4 CR - 1/2 MO, ASTM A182 GR F11, ANSI B16.11 : ROUND HEAD SOLID, SCREWED",,
2557,74,0,49,,"ALL","SEE DWG APCO-DWG-P-38 IN ENGINEERING STD. 202 (C.P. ONLY). FOR LAR, SEE DWG I-24502, PAGES I-14 THRU I-22.",,
2558,74,0,56,,"ALL","SEE DWG APCO-DWG-P-30 IN ENGINEERING STD. 202",,
2559,74,0,65,,"ALL","NOT ALLOWED - USE FLANGES",,
2560,74,0,66,,"ALL","SEE DWG APCO-DWG-P-37 IN ENGINEERING STD. 202",,
2561,75,0,4,406,"1/2""-1-1/2""","CLASS 800 1-1/4 CR - 1/2 MO : SOCKETWELD API 602",,
2562,75,0,4,407,"1/2""-1-1/2""","CLASS 800 1-1/4 CR - 1/2 MO : SOCKETWELD/SCREWED API 602",,
2563,75,0,4,272,"1/2""-1-1/2""","CLASS 600 1-1/4 - 1/2 MO : RING JOINT FLGD. API 602",,
2564,75,0,4,272,"2"" ONLY","CLASS 600 1-1/4 - 1/2 MO : RING JOINT FLANGED",,
2565,75,0,5,434,"1/2""-1-1/2""","CLASS 800 1-1/4 CR - 1/2 MO : SOCKETWELD",,
2566,75,0,5,303,"2"" ONLY","CLASS 600 1-1/4 CR - 1/2 MO : RING JOINT FLANGED",,
2567,75,0,6,,"ALL","ASTM A193, B16 STUD, WITH 2 HEAVY HEXNUTS ASTM A194, GR 2H",,
2568,75,0,7,,"ALL","SEE CHART BC-9",,
2569,75,0,10,324,"2"" & LARGER","CLASS 600 1-1/4 CR - 1/2 MO : SWING, RING JOINT FLANGED",,
2570,75,0,10,450,"1"" - 1-1/2""","CLASS 800 1-1/4 CR - 1/2 MO : HORIZONTAL LIFT, SOCKETWELD",,
2571,75,0,13,,"1/2 - 1-1/2""","FORGED 1-1/4 CR - 1/2 MO SOCKETWELD ASTM A182 GR F11, ANSI B16.11 : CLASS 3000",,
2572,75,0,13,,"2"" - 24""","SEAMLESS 1-1/4 CR - 1/2 MO BUTTWELDING ASTM A234 GR WP11 ASME B16.9 : WALL THICKNESS TO MATCH PIPE",,
2573,75,0,16,,"1"" - 1-1/2""","CLASS 600 1-1/4 CR - 1/2 MO RING JOINT ASTM A182 GR F11 ASME B16.5 : SOCKETWELD SCHEDULE 80 BORE",,
2574,75,0,16,,"2"" - 24""","CLASS 600 1-1/4 CR - 1/2 MO RING JOINT ASTM A182 GR F11 ASME B16.5 : WELDING NECK, BORE TO MATCH PIPE",,
2575,75,0,16,,"1"" - 24""","CLASS 600 1-1/4 CR - 1/2 MO RING JOINT ASTM A182 GR F11 ASME B16.5 : BLIND",,
2576,75,0,20,,"ALL","5 CR - 1/2 MO OVAL RING ANSI B16.20,",,
2577,75,0,21,236,"1"" - 1-1/2""","CLASS 600 1-1/4 CR - 1/2 MO : RING JOINT FLANGED",,
2578,75,0,21,237,"2"" & LARGER","CLASS 600 1-1/4 CR - 1/2 MO : RING JOINT FLANGED API 600",,
2579,75,0,21,400,"1/2"" - 1-1/2""","CLASS 800 1-1/4 CR - 1/2 MO : SOCKETWELD API-602",,
2580,75,0,21,401,"1/2"" - 1-1/2""","CLASS 800 1-1/4 CR - 1/2 MO : SOCKETWELD/SCREWED API-602",,
2581,75,0,23,,"1"" ONLY","6000# MALE SOCKETWELD END 316SS BAR STOCK : 1/2"" FNPT SIDE OUTLETS, INTEGRAL BLEED VALVE",,
2582,75,0,24,287,"2"" - 12""","CLASS 600 1-1/4 CR - 1/2 MO : RING JOINT FLANGED",,
2583,75,0,24,431,"1"" - 1-1/2""","CLASS 800 1-1/4 CR - 1/2 MO : SOCKETWELD",,
2584,75,0,42,,"2"" - 24""","CLASS 600 1-1/4 CR - 1/2 MO RING JOINT ASTM A182 GR F11 ASME B16.36, WITH JACK SCREWS AND 1/2"" SOCKETWELD TAPS : WELDING NECK, BORE TO MATCH PIPE",,
2585,75,0,43,,"1/2"" -1-1/2""","SEAMLESS 1-1/4 CR - 1/2 MO ASTM A335 GR P11 MILL CERTS REQUIRED FOR ALL PIPE : SCHEDULE 80",,
2586,75,0,43,,"2"" - 24""","SEAMLESS 1-1/4 CR - 1/2 MO ASTM A335 GR P11 MILL CERTS REQUIRED FOR ALL PIPE : CALCULATE WALL THICKNESS (STD WEIGHT MINIMUM)",,
2587,75,0,48,,"1/2"" - 3/4""","1-1/4 CR - 1/2 MO , ASTM A182 GR F11, ANSI B16.11 : ROUND HEAD SOLID, SCREWED",,
2588,75,0,49,,"ALL","SEE DWG APCO-DWG-P-38 IN ENGINEERING STD. 202 (C.P. ONLY). FOR LAR, SEE DWG I-24502, PAGES I-14 THRU I-22.",,
2589,75,0,56,,"ALL","SEE DWG APCO-DWG-P-30 IN ENGINEERING STD. 202",,
2590,75,0,65,,"ALL","NOT ALLOWED - USE FLANGES",,
2591,75,0,66,,"ALL","SEE DWG APCO-DWG-P-37 IN ENGINEERING STD. 202",,
2592,76,0,6,,"ALL","ASTM A193, B16 STUD, WITH 2 HEAVY HEXNUTS ASTM A194, GR 2H",,
2593,76,0,7,,"ALL","SEE CHART BC-9",,
2594,76,0,10,339,"2"" - 6 ""","CLASS 600 1-1/4 CR - 1/2 MO : SWING, WELD-END, XS BORE",,
2595,76,0,10,340,"8"" - 10""","CLASS 600 1-1/4 CR - 1/2 MO : SWING, WELD-END, SCH 100 BORE",,
2596,76,0,10,343,"3/4"" - 1-1/2""","CLASS 800 1-1/4 CR - 1/2 MO : HORIZONTAL LIFT, SOCKETWELD",,
2597,76,0,13,,"1/2"" - 1-1/2""","FORGED 1-1/4 CR - 1/2 MO SOCKETWELD ASTM A182 GR F11, ANSI B16.11 : CLASS 3000",,
2598,76,0,13,,"2"" - 6""","SEAMLESS 1-1/4 CR - 1/2 MO BUTTWELDING ASTM A234 GR WP11 ASME B16.9 : XS WEIGHT",,
2599,76,0,13,,"8"" - 10""","SEAMLESS 1-1/4 CR - 1/2 MO BUTTWELDING ASTM A234 GR WP11 ASME B16.9 : SCHEDULE 100",,
2600,76,0,16,,"1/2"" - 1-1/2""","CLASS 600 1-1/4 CR - 1/2 MO RING JOINT ASTM A182 GR F11 ASME B16.5 : SOCKETWELD, XS BORE",,
2601,76,0,16,,"2"" - 6""","CLASS 600 1-1/4 CR - 1/2 MO RING JOINT ASTM A182 GR F11 ASME B16.5 : WELDING NECK, XS BORE",,
2602,76,0,16,,"8"" - 10""","CLASS 600 1-1/4 CR - 1/2 MO RING JOINT ASTM A182 GR F11 ASME B16.5 : WELDING NECK, SCHEDULE 100 BORE",,
2603,76,0,16,,"1/2"" - 10""","CLASS 600 1-1/4 CR - 1/2 MO RING JOINT ASTM A182 GR F11 ASME B16.5 : BLIND",,
2604,76,0,20,,"ALL","5 CR - 1/2 MO OVAL RING, ANSI B16.20",,
2605,76,0,21,261,"2"" - 6""","CLASS 600 1-1/4 CR - 1/2 MO : WELD-END, XS BORE, API 600",,
2606,76,0,21,262,"8"" - 10""","CLASS 600 1-1/4 CR - 1/2 MO : WELD-END, SCH 100 BORE",,
2607,76,0,21,390,"1/2"" - 1-1/2""","CLASS 800 1-1/4 CR - 1/2 MO : SOCKETWELD/SCREWED API 602",,
2608,76,0,21,389,"1/2"" - 1-1/2""","CLASS 800 1-1/4 CR - 1/2 MO : SOCKETWELD API 602",,
2609,76,0,23,675,"1"" ONLY","6000# SOCKETWELD : 316SS BAR STOCK 1/2"" FNPT SIDE OUTLETS, INTEGRAL BLEED VALVE",,
2610,76,0,24,300,"2"" - 6""","CLASS 600 1-1/4 CR - 1/2 MO : WELD-END, XS BORE",,
2611,76,0,24,301,"8"" - 10""","CLASS 600 1-1/4 CR - 1/2 MO : WELD-END, SCH 100 BORE",,
2612,76,0,24,428,"3/4"" - 1-1/2""","CLASS 800 1-1/4 CR - 1/2 MO : SOCKETWELD",,
2613,76,0,41,,"2"" - 6""","CLASS 600 1-1/4 CR - 1/2 MO RING JOINT ASTM A182 GR F11 ASME B16.36, WITH JACK SCREWS AND 1/2"" SOCKETWELD TAPS : WELDING NECK, XS BORE",,
2614,76,0,41,,"8"" - 10""","CLASS 600 1-1/4 CR - 1/2 MO RING JOINT ASTM A182 GR F11 ASME B16.36, WITH JACK SCREWS AND 1/2"" SOCKETWELD TAPS : WELDING NECK, SCHEDULE 100 BORE",,
2615,76,0,43,,"1/2"" - 6""","SEAMLESS 1-1/4 CR - 1/2 MO ASTM A335 GR P11 MILL CERTS REQUIRED FOR ALL PIPE : XS WEIGHT",,
2616,76,0,43,,"8"" - 10""","SEAMLESS 1-1/4 CR - 1/2 MO ASTM A335 GR P11 MILL CERTS REQUIRED FOR ALL PIPE : SCHEDULE 100",,
2617,76,0,48,,"1/2"" - 1-1/2""","1-1/4 CR - 1/2 MO ASTM A182 GR F11, ANSI B16.11 : ROUND HEAD SOLID, SCREWED",,
2618,76,0,49,,"ALL","SEE DWG APCO-DWG-P-38 IN ENGINEERING STD. 202 (C.P. ONLY).",,
2619,76,0,49,,"ALL","FOR LAR, SEE DWG I-24502, PAGES I-14 THRU I-22.",,
2620,76,0,53,563,"1/2"" - 1-1/2""","CLASS 1500 1-1/4 CR - 1 MO : SOCKETWELD",,
2621,76,0,53,554,"2"" ONLY","CLASS 1500 1-1/4 CR - 1 MO : WELD-END, XS BORE",,
2622,76,0,54,371,"3"" - 6""","CLASS 600 1-1/4 CR - 1/2 MO : GLOBE TYPE, WELD-END, XS BORE",,
2623,76,0,54,372,"8"" - 10""","CLASS 600 1-1/4 CR - 1/2 MO : GLOBE TYPE, WELD-END, SCH 100 BORE",,
2624,76,0,54,377,"3"" - 6""","CLASS 600 1-1/4 CR - 1/2 MO : ANGLE TYPE, WELD-END, XS BORE",,
2625,76,0,54,378,"8"" - 10""","CLASS 600 1-1/4 CR - 1/2 MO : ANGLE TYPE, WELD-END, SCH 100 BORE",,
2626,76,0,56,,"ALL","SEE DWG APCO-DWG-P-30 IN ENGINEERING STD. 202",,
2627,76,0,65,,"ALL","NOT ALLOWED - USE FLANGES",,
2628,76,0,66,,"ALL","SEE DWG APCO-DWG-P-37 IN ENGINEERING STD. 202",,
2629,77,0,4,416,"1/2""-1-1/2""","CLASS 800 316LSS : SOCKETWELD API 602",,
2630,77,0,4,417,"1/2""-1-1/2""","CLASS 800 316LSS : SOCKETWELD/SCREWED API 602",,
2631,77,0,4,277,"1/2""-1-1/2""","CLASS 600 316SS : RING JOINT FLGD. API 602",,
2632,77,0,4,277,"2"" ONLY","CLASS 600 316SS : RING JOINT FLANGED",,
2633,77,0,5,435,"1/2""-1-1/2""","CLASS 800 316LSS : SOCKETWELD",,
2634,77,0,5,304,"2"" ONLY","CLASS 600 316SS : RING JOINT FLANGED",,
2635,77,0,6,,"ALL","ASTM A193, B16 STUD, WITH 2 HEAVY HEXNUTS ASTM A194, GR 2H",,
2636,77,0,7,,"ALL","SEE CHART BC-9",,
2637,77,0,10,325,"1"" - 1-1/2""","CLASS 600 316SS : HORIZONTAL LIFT, RING JOINT FLANGED",,
2638,77,0,10,326,"2"" & LARGER","CLASS 600 316SS : SWING, RING JOINT FLANGED",,
2639,77,0,13,,"1"" - 1-1/2""","FORGED 2-1/4 CR - 1 MO SOCKETWELD ASTM A182 GR F22, ANSI B16.11 : CLASS 3000",,
2640,77,0,13,,"2"" - 24""","SEAMLESS 2-1/4 CR - 1 MO BUTTWELDING ASTM A234, GR WP22, ASME B16.9 : WALL THICKNESS TO MATCH PIPE",,
2641,77,0,16,,"1"" - 1-1/2""","CLASS 600 304SS RING JOINT ASTM A182, GR F304, ASME B16.5 : SOCKETWELD, XS BORE",,
2642,77,0,16,,"2"" - 24""","CLASS 600 304SS RING JOINT ASTM A182, GR F304, ASME B16.5 : WELDING NECK, BORE TO MATCH PIPE",,
2643,77,0,16,,"1"" - 24""","CLASS 600 304SS RING JOINT ASTM A182, GR F304, ASME B16.5 : BLIND",,
2644,77,0,20,,"ALL","316SS OVAL RING, ANSI B16.20",,
2645,77,0,21,239,"1"" & LARGER","CLASS 600 316SS : RING JOINT FLANGED",,
2646,77,0,21,382,"1/2"" - 1-1/2""","CLASS 800 316LSS : SOCKETWELD/SCREWED API-602",,
2647,77,0,23,675,"1"" ONLY","6000# MALE SOCKETWELD END : 316SS BAR STOCK, 1/2"" FNPT SIDE OUTLETS, INTEGRAL BLEED VALVE",,
2648,77,0,24,288,"1"" - 12""","CLASS 600 316SS : RING JOINT FLANGED",,
2649,77,0,42,,"2"" - 24""","CLASS 600 304SS RING JOINT ASTM A182, GR F304, ASME B16.36, WITH JACK SCREWS AND 1/2"" SOCKETWELD TAPS : WELDING NECK, BORE TO MATCH PIPE",,
2650,77,0,43,,"1/2"" - 1-1/2""","SEAMLESS 2-1/4 CR - 1 MO ASTM A335 GR P22, ASME B36.10M MILL CERTS REQUIRED FOR ALL PIPE : XS WEIGHT",,
