Valve_No,Valve_Comp_Name,Component_Text,Last_Updt_Id,Last_Updt_Date
V08081,TYPE                                              ,GATE,PCSSME  ,1998-8-4
V08082,BODY                                              ,EXTENDED BODY\, FORGED 9 CR - 1 MO; ASTM A182\, GR. F9,PCSSME  ,1998-11-23
V08082,BONNET                                            ,BOLTED\, OS&Y,PCSSME  ,1998-11-23
V08082,BONNET BOLTING                                    ,ASTM A193 GR. B16 AND NUTS TO ASTM A194 GR. 2H.,PCSSME  ,1998-11-23
V08082,DISC                                              ,SOLID,PCSSME  ,1998-11-23
V08082,ENDS                                              ,INTEGRAL (NOT WELDED) MALE SOCKETWELD X FEMALE SOCKETWELD,PCSSME  ,1998-11-23
V08082,OPERATOR                                          ,HANDWHEEL,PCSSME  ,1998-11-23
V08082,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,PCSSME  ,1998-11-23
V08082,PORT                                              ,REDUCED,PCSSME  ,1998-11-23
V08082,RATING                                            ,API CLASS 800,PCSSME  ,1998-11-23
V08082,SERVICE                                           ,CORROSIVE HYDROCARBONS AT 950F MAXIMUM DESIGN TEMPERATURE,PCSSME  ,1998-11-23
V08082,STANDARD                                          ,API 602,PCSSME  ,1998-11-23
V08082,STEM                                              ,11-13% CR.,PCSSME  ,1998-11-23
V08082,TRIM                                              ,DISC: 11-13% CR.\, SEAT: 11-13% CR.\, CO CR-A HARDFACED,PCSSME  ,1998-11-23
V08082,TYPE                                              ,GATE,PCSSME  ,1998-11-23
V08090,BODY                                              ,FORGED 1-1/4 CR - 1/2 MO; ASTM A182\, GR. F11,,
V08090,BONNET                                            ,BOLTED\, OS&Y,,
V08090,BONNET BOLTING                                    ,ASTM A193 GR. B16 AND NUTS TO ASTM A194 GR. 2H.,,
V08090,DISC                                              ,SOLID,,
V08090,ENDS                                              ,SOCKETWELD,,
V08090,OPERATOR                                          ,HANDWHEEL,,
V08090,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
V08090,PORT                                              ,REDUCED,,
V08090,RATING                                            ,API CLASS 800,,
V08090,SERVICE                                           ,CORROSIVE HYDROCARBONS AT 1000O F\, HYDROGEN AT 1025F MAXIMUM DESIGN TEMPERATURE.,,
V08090,STANDARD                                          ,API 602,,
V08090,STEM                                              ,11-13% CR.,,
V08090,TRIM                                              ,DISC: 11-13% CR.\, SEAT: 11-13% CR.\, CO CR-A HARDFACED,,
V08090,TYPE                                              ,GATE,,
V08100,BODY                                              ,FORGED 1-1/4 CR - 1/2 MO; ASTM A182\, GR. F11,,
V08100,BONNET                                            ,BOLTED\, OS&Y,,
V08100,BONNET BOLTING                                    ,ASTM A193 GR. B16 AND NUTS TO ASTM A194 GR. 2H.,,
V08100,DISC                                              ,SOLID,,
V08100,ENDS                                              ,SOCKETWELD/SCREWED,,
V08100,OPERATOR                                          ,HANDWHEEL,,
V08100,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
V08100,PORT                                              ,REDUCED,,
V08100,RATING                                            ,API CLASS 800,,
V08100,SERVICE                                           ,CORROSIVE HYDROCARBONS AT 1000O F\, HYDROGEN AT 1025F MAXIMUM DESIGN TEMPERATURE.,,
V08100,STANDARD                                          ,API 602,,
V08100,STEM                                              ,11-13% CR.,,
V08100,TRIM                                              ,DISC: 11-13% CR.\, SEAT: 11-13% CR.\, CO CR-A HARDFACED,,
V08100,TYPE                                              ,GATE,,
V08101,BODY                                              ,EXTENDED BODY\, FORGED 1-1/4 CR - 1/2 MO; ASTM A182\, GR. F11,PCSSME  ,1998-8-4
V08101,BONNET                                            ,BOLTED\, OS&Y,PCSSME  ,1998-8-4
V08101,BONNET BOLTING                                    ,ASTM A193 GR. B16 AND NUTS TO ASTM A194 GR. 2H.,PCSSME  ,1998-8-4
V08101,DISC                                              ,SOLID,PCSSME  ,1998-8-4
V08101,ENDS                                              ,INTEGRAL (NOT WELDED) MALE SOCKETWELD X FEMALE THREAD,PCSSME  ,1998-8-4
V08101,OPERATOR                                          ,HANDWHEEL,PCSSME  ,1998-8-4
V08101,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,PCSSME  ,1998-8-4
V08101,PORT                                              ,REDUCED,PCSSME  ,1998-8-4
V08101,RATING                                            ,API CLASS 800,PCSSME  ,1998-8-4
V08101,SERVICE                                           ,CORROSIVE HYDROCARBONS AT 1000O F\, HYDROGEN AT 1025F MAXIMUM DESIGN TEMPERATURE.,PCSSME  ,1998-8-4
V08101,STANDARD                                          ,API 602,PCSSME  ,1998-8-4
V08101,STEM                                              ,11-13% CR.,PCSSME  ,1998-8-4
V08101,TRIM                                              ,DISC: 11-13% CR.\, SEAT: 11-13% CR.\, CO CR-A HARDFACED,PCSSME  ,1998-8-4
V08101,TYPE                                              ,GATE,PCSSME  ,1998-8-4
V08102,BODY                                              ,EXTENDED BODY\, FORGED 1-1/4 CR - 1/2 MO; ASTM A182\, GR. F11,PCSSME  ,1998-11-23
V08102,BONNET                                            ,BOLTED\, OS&Y,PCSSME  ,1998-11-23
V08102,BONNET BOLTING                                    ,ASTM A193 GR. B16 AND NUTS TO ASTM A194 GR. 2H.,PCSSME  ,1998-11-23
V08102,DISC                                              ,SOLID,PCSSME  ,1998-11-23
V08102,ENDS                                              ,INTEGRAL (NOT WELDED) MALE SOCKETWELD X FEMALE SOCKETWELD,PCSSME  ,1998-11-23
V08102,OPERATOR                                          ,HANDWHEEL,PCSSME  ,1998-11-23
V08102,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,PCSSME  ,1998-11-23
V08102,PORT                                              ,REDUCED,PCSSME  ,1998-11-23
V08102,RATING                                            ,API CLASS 800,PCSSME  ,1998-11-23
V08102,SERVICE                                           ,CORROSIVE HYDROCARBONS AT 1000O F\, HYDROGEN AT 1025F MAXIMUM DESIGN TEMPERATURE.,PCSSME  ,1998-11-23
V08102,STANDARD                                          ,API 602,PCSSME  ,1998-11-23
V08102,STEM                                              ,11-13% CR.,PCSSME  ,1998-11-23
V08102,TRIM                                              ,DISC: 11-13% CR.\, SEAT: 11-13% CR.\, CO CR-A HARDFACED,PCSSME  ,1998-11-23
V08102,TYPE                                              ,GATE,PCSSME  ,1998-11-23
V08151,BODY                                              ,LOW TEMP. CARBON STEEL\, ASTM A350 GRADE LF2,PCSSME  ,1999-7-7
V08151,BONNET                                            ,WELDED\, OS & Y,PCSSME  ,1999-7-7
V08151,DISC                                              ,SOLID,PCSSME  ,1999-7-7
V08151,ENDS                                              ,SOCKETWELD,PCSSME  ,1999-7-7
V08151,OPERATOR                                          ,HANDWHEEL,PCSSME  ,1999-7-7
V08151,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RINGS OF BRAIDED CARBON YARN,PCSSME  ,1999-7-7
V08151,PORT                                              ,REDUCED,PCSSME  ,1999-7-7
V08151,RATING                                            ,ASME CLASS 800,PCSSME  ,1999-7-7
V08151,STANDARD                                          ,API 602,PCSSME  ,1999-7-7
V08151,STEM                                              ,11 - 13% CR.,PCSSME  ,1999-7-7
V08151,TRIM                                              ,DISC: 11 - 13% CR.; SEAT: 11 - 13% CR.\, CO CR-A HARDFACED,PCSSME  ,1999-7-7
V08151,TYPE                                              ,GATE,PCSSME  ,1999-7-7
V08152,BODY                                              ,LOW TEMP. CARBON STEEL\, ASTM A350 GRADE LF2,PCSSME  ,1999-7-7
V08152,BONNET                                            ,WELDED\, OS & Y,PCSSME  ,1999-7-7
V08152,DISC                                              ,SOLID,PCSSME  ,1999-7-7
V08152,ENDS                                              ,SOCKETWELD/SCREWED,PCSSME  ,1999-7-7
V08152,OPERATOR                                          ,HANDWHEEL,PCSSME  ,1999-7-7
V08152,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RINGS OF BRAIDED CARBON YARN,PCSSME  ,1999-7-7
V08152,PORT                                              ,REDUCED,PCSSME  ,1999-7-7
V08152,RATING                                            ,ASME CLASS 800,PCSSME  ,1999-7-7
V08152,STANDARD                                          ,API 602,PCSSME  ,1999-7-7
V08152,STEM                                              ,11 - 13% CR.,PCSSME  ,1999-7-7
V08152,TRIM                                              ,DISC: 11 - 13% CR.; SEAT: 11 - 13% CR.\, CO CR-A HARDFACED,PCSSME  ,1999-7-7
V08152,TYPE                                              ,GATE,PCSSME  ,1999-7-7
V08153,BELLOWS                                           ,WELDED HYDROFORMED 321 SS\, BELLOWS TO BE WELDED TO TOP AND BOTTOM SEAL RINGS\, REFER TO FIG. 1 OF THE VALVE PROCUREMENT SPECIFICATION.,PCSSME  ,1999-7-7
V08153,BODY                                              ,FORGED LOW TEMP. CARBON STEEL\, ASTM A350 GRADE LF2,PCSSME  ,1999-7-7
V08153,BONNET                                            ,WELDED OS & Y,PCSSME  ,1999-7-7
V08153,DISC                                              ,SOLID,PCSSME  ,1999-7-7
V08153,ENDS                                              ,SOCKETWELD/SCREWED,PCSSME  ,1999-7-7
V08153,OPERATOR                                          ,HANDWHEEL,PCSSME  ,1999-7-7
V08153,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RINGS OF BRAIDED CARBON YARN,PCSSME  ,1999-7-7
V08153,PORT                                              ,REDUCED,PCSSME  ,1999-7-7
V08153,RATING                                            ,ASME CLASS 800,PCSSME  ,1999-7-7
V08153,STANDARD                                          ,API 602,PCSSME  ,1999-7-7
V08153,STEM                                              ,11 - 13% CR.,PCSSME  ,1999-7-7
V08153,TRIM                                              ,DISC: 11 - 13% CR.; SEAT: 11 - 13% CR.\, CO CR-A HARDFACED,PCSSME  ,1999-7-7
V08153,TYPE                                              ,GATE- BELLOWS SEAL,PCSSME  ,1999-7-7
V08154,BELLOWS                                           ,WELDED HYDROFORMED 321 SS\, BELLOWS TO BE WELDED TO TOP AND BOTTOM SEAL RINGS\, REFER TO FIG. 1 OF THE VALVE PROCUREMENT SPECIFICATION.,PCSSME  ,1999-7-7
V08154,BODY                                              ,LOW TEMP. CARBON STEEL\, ASTM A350 GRADE LF2,PCSSME  ,1999-7-7
V08154,BONNET                                            ,WELDED\, OS & Y,PCSSME  ,1999-7-7
V08154,DISC                                              ,SOLID,PCSSME  ,1999-7-7
V08154,ENDS                                              ,SOCKETWELD,PCSSME  ,1999-7-7
V08154,OPERATOR                                          ,HANDWHEEL,PCSSME  ,1999-7-7
V08154,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RINGS OF BRAIDED CARBON YARN.,PCSSME  ,1999-7-7
V08154,PORT                                              ,REDUCED,PCSSME  ,1999-7-7
V08154,RATING                                            ,ASME CLASS 800,PCSSME  ,1999-7-7
V08154,STANDARD                                          ,API 602,PCSSME  ,1999-7-7
V08154,STEM                                              ,11 - 13% CR.,PCSSME  ,1999-7-7
V08154,TRIM                                              ,DISC: 11 - 13% CR.\, SEAT: 11 - 13% CR.\, CO CR-A HARDFACED.,PCSSME  ,1999-7-7
V08154,TYPE                                              ,GATE- BELLOWS SEAL,PCSSME  ,1999-7-7
V08155,BODY                                              ,FORGED ASTM B462 ALLOY 20 UNS N08020,SILVERM3,2008-12-8
V08155,BONNET                                            ,BOLTED\, OS&Y,SILVERM3,2008-12-8
V08155,BONNET GASKET                                     ,PTFE,SILVERM3,2008-12-8
V08155,DISC                                              ,ALLOY 20 UNS N08020,SILVERM3,2008-12-8
V08155,ENDS                                              ,SCREWED/SOCKET WELD,SILVERM3,2008-12-8
V08155,OPERATOR                                          ,HANDWHEEL,SILVERM3,2008-12-8
V08155,PACKING                                           ,PTFE,SILVERM3,2008-12-8
V08155,PORT                                              ,REDUCED/CONVENTIONAL,SILVERM3,2008-12-8
V08155,RATING                                            ,API CLASS 800,SILVERM3,2008-12-8
V08155,SEATS                                             ,STELLITE 6,SILVERM3,2008-12-8
